step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,2,0.0,0.0,3.2807345929439187,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,10.208986147781065,0,0.0,1.0,0,0.0,0.8613533197343634,0,0.0
20.0,1,0.0,0.0,9.475973247095721,0,0.0,0.7945606517371723,0,0.0,0.6813045572864221,0,0.0
25.0,2,5.0,0.38461538461538464,7.090177877450065,1,2.0,0.5269408068445904,1,3.0,0.27167103420784083,2,5.0
30.0,8,25.0,1.4705882352941178,4.922770611213563,3,12.0,0.24639518531219093,3,13.0,0.12425100376541151,6,25.0
35.0,7,59.0,3.6875,5.16329412938087,3,27.0,0.2274424276649154,4,32.0,0.3856905334573962,7,59.0
40.0,9,98.0,6.125,3.9341320390136305,4,43.0,0.00013555609285789068,5,55.0,0.005471526552072041,9,98.0
45.0,8,125.0,7.352941176470588,5.131383870638086,4,63.0,0.0,4,62.0,0.2562474231456406,8,125.0
50.0,11,166.0,8.736842105263158,3.0932005783471617,4,83.0,0.17805950657237365,5,83.0,0.005189161438708939,9,166.0
55.0,8,159.0,8.368421052631579,5.830459996481243,4,103.0,0.3171185541945438,4,79.0,0.24763671376173188,8,182.0
60.0,8,147.0,7.7368421052631575,4.407848670167346,3,94.0,0.2533965595193568,4,76.0,0.21757440194054314,7,170.0
65.0,8,182.0,9.1,6.770420679062139,3,89.0,0.5855071068130823,4,99.0,0.31513988298877277,7,188.0
70.0,9,219.0,9.954545454545455,5.61372484450885,4,105.0,0.29817463920906506,5,117.0,0.36777752658578555,9,222.0
75.0,12,272.0,12.363636363636363,4.225677994724342,6,132.0,0.0001712125852527823,6,143.0,0.3339002838992775,12,275.0
80.0,10,217.0,10.333333333333334,4.19989692685566,3,45.0,0.16317884394384455,7,175.0,0.18560654848527633,10,220.0
85.0,9,242.0,13.444444444444445,4.399786897935933,3,60.0,0.15354244673044937,6,201.0,0.2053657309350913,9,261.0
90.0,9,282.0,14.842105263157896,5.10415651779936,4,77.0,6.0480179288954455e-05,5,214.0,0.2642812707369273,9,291.0
