step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,4.78088479554701,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.041934829627301,0,0.0,0.8340169976628923,0,0.0,0.9433817330993761,0,0.0
15.0,3,3.0,0.3333333333333333,4.759433687518408,2,3.0,0.3792461639662207,0,0.0,1.0,2,3.0
20.0,2,13.0,1.0833333333333333,7.0263826904389965,2,13.0,0.2450075030473462,0,0.0,0.6850145936058354,2,13.0
25.0,4,31.0,2.5833333333333335,6.417880206828655,3,28.0,0.3313715728482479,1,3.0,0.3909339456080532,4,31.0
30.0,7,57.0,4.384615384615385,4.237864388683912,4,47.0,0.24993325675209097,2,10.0,0.288498959906832,6,57.0
35.0,9,93.0,5.8125,3.5655274726259854,5,71.0,0.13828912249052577,3,22.0,4.829676238465888e-05,8,93.0
40.0,10,138.0,7.666666666666667,4.051409351667598,6,101.0,0.0,3,37.0,0.38164698205067676,9,138.0
45.0,11,185.0,8.409090909090908,3.868559684285867,6,131.0,0.07846389691948309,4,54.0,0.238637071926306,10,185.0
50.0,14,245.0,9.8,3.352603187533038,6,161.0,0.12373154162160853,7,84.0,0.0635481406787525,13,245.0
55.0,20,324.0,12.461538461538462,2.152915837182154,9,199.0,0.0647849990181909,9,125.0,0.10906555242811558,18,324.0
60.0,20,419.0,14.964285714285714,1.9839421783710403,10,246.0,4.2764943120033214e-05,10,173.0,0.06786411242643972,20,419.0
65.0,23,526.0,17.533333333333335,2.044480135274357,10,296.0,0.003128922903278836,12,230.0,0.14475358149807907,22,526.0
70.0,24,644.0,21.466666666666665,2.086744637753828,11,351.0,0.11997290946985814,13,293.0,2.1589027201081906e-06,24,644.0
75.0,27,767.0,23.242424242424242,1.4964139805932501,12,408.0,0.057076545121235514,13,358.0,0.10611051450912325,25,766.0
80.0,27,900.0,25.714285714285715,2.1063078982706975,12,468.0,0.1030972219702048,14,426.0,4.020294889061011e-06,26,894.0
85.0,29,1036.0,28.77777777777778,1.4942425373117745,12,528.0,0.1239340183124175,15,497.0,0.00012255893128337278,27,1025.0
90.0,30,1183.0,31.972972972972972,1.9645217746616048,13,590.0,0.06995463364108462,15,572.0,0.046249544255795264,28,1162.0
95.0,30,1333.0,35.078947368421055,1.9929447701587606,13,655.0,0.0008246739400116024,15,647.0,0.12349744753223647,28,1302.0
100.0,35,1494.0,36.4390243902439,1.0965246157069997,14,724.0,0.049867510353132784,18,729.0,0.0008152637666456602,32,1453.0
105.0,37,1671.0,38.86046511627907,0.940146014372075,15,797.0,0.03648375978444234,19,823.0,0.009704612303757843,34,1620.0
110.0,38,1858.0,42.22727272727273,1.2217435685867786,16,874.0,0.05761636951629419,20,923.0,0.043960550312101505,36,1797.0
115.0,39,2049.0,46.56818181818182,0.8856024031778709,16,954.0,0.0439648633557877,21,1024.0,0.031037307505615407,37,1978.0
120.0,41,2250.0,50.0,0.7799480151177168,17,1039.0,0.06988884061825265,22,1130.0,0.04204818864418948,39,2169.0
125.0,42,2457.0,54.6,0.794536329191656,18,1126.0,0.08856817025904222,22,1240.0,0.0,40,2366.0
130.0,43,2670.0,58.04347826086956,0.7110966827469483,19,1219.0,1.3211649253357188e-05,22,1350.0,0.0,41,2569.0
135.0,43,2885.0,57.7,0.9964467288559085,19,1314.0,0.03889534773771317,22,1460.0,0.0,41,2774.0
140.0,45,3102.0,60.8235294117647,1.1300337042028012,20,1411.0,0.04132132609827657,22,1570.0,0.017390737766875962,42,2981.0
145.0,47,3328.0,61.629629629629626,1.0875140554290428,20,1511.0,0.007582452921332998,23,1683.0,0.02112972358881125,43,3194.0
150.0,49,3563.0,61.43103448275862,1.190876142304522,21,1614.0,0.07259604658324117,24,1800.0,1.6165018904953407e-05,45,3414.0
155.0,52,3809.0,62.442622950819676,0.9894882026617488,22,1720.0,0.004590481138659342,25,1923.0,0.026689112463422086,47,3643.0
160.0,55,4075.0,64.68253968253968,1.3285502826152507,23,1835.0,1.3185480209601693e-06,25,2048.0,0.055699593603844515,48,3883.0
165.0,56,4348.0,66.8923076923077,1.2679872103148337,23,1950.0,0.037864062981914186,26,2176.0,0.05780273569058823,49,4126.0
170.0,56,4624.0,70.06060606060606,1.4611809705414114,24,2066.0,3.493341643336489e-06,26,2306.0,0.036064986067693476,50,4372.0
175.0,54,4549.0,72.2063492063492,1.106539951651658,21,1986.0,0.003656769826274912,27,2441.0,0.0,48,4427.0
180.0,50,4188.0,66.47619047619048,1.790957362925931,17,1768.0,0.0442432073782216,27,2579.0,0.06586100107178837,44,4347.0
185.0,48,4278.0,65.81538461538462,2.027209553633336,18,2055.0,0.0772258023034935,27,2714.0,0.09674205080682503,45,4769.0
190.0,54,4531.0,71.92063492063492,1.124544401727516,22,2183.0,0.001957436198774775,29,2851.0,0.0001179817411096374,51,5034.0
195.0,58,4808.0,76.31746031746032,0.8078058814010008,23,2297.0,0.0232080954725042,29,2996.0,0.030217223008779402,52,5293.0
200.0,57,5093.0,79.578125,0.6669688441430227,23,2412.0,0.0,29,3141.0,0.023847339676282518,52,5553.0
205.0,60,5386.0,80.38805970149254,0.6687242270541203,23,2527.0,0.040230739469079964,30,3291.0,0.04114678961479121,53,5818.0
210.0,63,5691.0,81.3,0.7836134419094589,23,2642.0,0.040576339519225645,32,3448.0,1.4922707302925652e-06,55,6090.0
