step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,6.830741170910187,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,11.70543461145812,0,0.0,0.8807569087355471,0,0.0,0.9416767087256417,0,0.0
15.0,1,1.0,0.25,9.053516476111321,1,1.0,0.41390802378299174,0,0.0,0.7019274331950723,1,1.0
20.0,2,8.0,2.0,4.675843753021034,2,8.0,0.0003388849427187421,0,0.0,0.8863219378485119,2,8.0
25.0,2,18.0,2.25,5.657913853974111,2,18.0,0.0,0,0.0,1.0,2,18.0
30.0,4,28.0,2.3333333333333335,7.450599538543824,2,28.0,0.5744610161468552,0,0.0,0.9898595277299989,2,28.0
35.0,2,22.0,1.8333333333333333,7.426756397502775,2,22.0,0.30253448087031104,0,0.0,0.9713067622930578,2,22.0
40.0,5,36.0,2.5714285714285716,6.602189026287045,3,35.0,0.2796043797706562,1,1.0,0.6599890305803447,4,36.0
45.0,3,17.0,1.2142857142857142,7.120605099449916,1,11.0,0.0,1,6.0,0.32706675212802255,2,17.0
50.0,3,29.0,2.230769230769231,7.346425264438716,1,16.0,0.45193590875814743,2,13.0,0.0015706622324060183,3,29.0
55.0,3,44.0,3.3846153846153846,7.124534397515408,1,21.0,0.0,2,23.0,0.08351522205823429,3,44.0
60.0,4,62.0,5.166666666666667,5.907549745422698,1,26.0,0.3473930591845993,3,36.0,0.22617740091531557,4,62.0
65.0,4,56.0,5.090909090909091,5.14086329104481,1,5.0,0.4623531351761095,3,51.0,0.034225505638107744,4,56.0
70.0,5,80.0,6.666666666666667,5.505865995950008,1,10.0,0.008606702239641977,4,72.0,0.39877396589689645,5,82.0
75.0,7,112.0,8.0,4.72169536152509,2,20.0,4.321794328229338e-06,5,94.0,0.23737849011422668,7,114.0
80.0,9,144.0,9.6,3.010612336880482,1,20.0,0.1398168209906118,8,126.0,0.10780320595856915,9,146.0
85.0,11,189.0,10.5,4.051882461435464,1,25.0,0.24350286093196838,8,168.0,0.1820361580976887,9,193.0
90.0,8,204.0,10.736842105263158,5.056413752995399,0,0.0,0.6779914292386523,8,208.0,0.13298354163478615,8,208.0
95.0,10,246.0,11.714285714285714,4.176416603756877,1,2.0,0.5337569850093792,8,246.0,0.026096342818403395,9,248.0
100.0,12,298.0,12.416666666666666,3.7392309885420354,2,10.0,0.24758607334901397,9,290.0,1.6614313228204445e-05,11,300.0
105.0,12,357.0,14.875,4.458743632442978,3,24.0,0.0,9,335.0,0.16526384720057594,12,359.0
110.0,13,419.0,16.76,4.840551281885615,3,39.0,0.0,10,382.0,0.08073962335640394,13,421.0
115.0,14,489.0,19.56,4.179450255733731,3,54.0,0.186583829557118,11,437.0,0.2072475457006665,14,491.0
120.0,18,570.0,23.75,1.6156329448764313,4,74.0,0.13755031946971277,14,498.0,0.09720216352691591,18,572.0
125.0,22,675.0,27.0,0.9958888487693086,7,105.0,0.0009658347473453895,15,572.0,3.989753915828125e-06,22,677.0
