step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,14.419222323724375,0,0.0,1.0,0,0.0,0.9965988574345239,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.716838773386392,0,0.0,1.0,0,0.0,0.9684753063902166,0,0.0,0.932404534392349,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,9.855615966329143,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4750529646040481,0,0.0,0.9066163980412368,0,0.0
20.0,1,2.0,0.2857142857142857,11.260488749184832,0,0.0,0.9606014600614472,0,0.0,1.0,1,2.0,0.6128234920277519,0,0.0,0.9698410813602968,1,2.0
25.0,1,7.0,0.875,11.361638042972345,0,0.0,0.9494159597013949,0,0.0,1.0,1,7.0,0.6908059587203161,0,0.0,1.0,1,7.0
30.0,2,13.0,1.3,6.484405381775396,0,0.0,0.5606504592885444,0,0.0,1.0,2,13.0,0.1499888488168979,0,0.0,1.0,2,13.0
35.0,6,36.0,3.6,5.179732735491945,2,7.0,0.5578912944672255,0,0.0,0.9967581744541432,4,29.0,0.00031716604522192654,0,0.0,1.0,6,36.0
40.0,7,68.0,5.230769230769231,5.754241196650193,3,19.0,0.451405656796594,0,0.0,0.5327461113248474,4,49.0,0.3223442302899493,0,0.0,1.0,7,68.0
45.0,6,73.0,4.5625,5.197205857625586,1,17.0,0.3577456835230716,1,3.0,0.4687751974497566,4,69.0,0.360855495236144,0,0.0,1.0,6,89.0
50.0,9,111.0,6.166666666666667,4.902730807545759,3,12.0,0.2307426006104567,1,8.0,0.6309157643688043,5,93.0,0.29924747135405105,0,0.0,1.0,9,113.0
55.0,9,136.0,5.913043478260869,6.234502062253596,1,14.0,0.49831592370792394,1,13.0,0.7344074586237364,7,124.0,0.3482881750907611,0,0.0,1.0,9,151.0
60.0,8,175.0,7.0,7.651644504856587,0,1.0,0.7894641974122927,1,20.0,0.735876356946508,7,157.0,0.2760023279491433,0,0.0,0.927173305799931,8,178.0
65.0,9,217.0,8.037037037037036,7.436312870074426,0,0.0,0.8703456188332789,1,25.0,0.7650173520226431,8,194.0,0.11115114421320134,0,0.0,0.9072580661437781,9,219.0
70.0,11,267.0,8.612903225806452,6.8096537670640105,0,0.0,0.8367768448464142,2,31.0,0.5107879565464042,9,238.0,0.17772006636312454,0,0.0,0.8808468938656565,11,269.0
75.0,15,330.0,10.64516129032258,4.889297941268232,1,2.0,0.755009277888268,4,45.0,0.2167331017320736,10,285.0,0.0472509446397463,0,0.0,0.8242651550288669,15,332.0
80.0,21,422.0,12.787878787878787,3.540073730333249,3,13.0,0.37938912397079866,7,74.0,0.19747807067924178,11,337.0,0.0723442265193375,0,0.0,1.0,21,424.0
85.0,23,518.0,14.8,2.9293517805507823,3,20.0,0.28224003508047657,8,114.0,0.19018567196709862,12,394.0,1.4495577348342306e-05,0,0.0,0.9651511329719059,23,528.0
90.0,22,626.0,17.38888888888889,4.237403370969108,2,20.0,0.44714130847867584,8,154.0,0.2615604513652325,12,456.0,0.20603367179184068,0,0.0,0.9580774167534091,22,630.0
95.0,23,737.0,21.057142857142857,3.507420414944261,3,31.0,0.3820805157865757,8,194.0,0.10418389619488863,12,516.0,0.1847778956594381,0,0.0,0.9476059984523784,23,741.0
100.0,26,862.0,23.2972972972973,3.269918425181728,5,51.0,0.22030502299874782,8,234.0,0.10091523898721946,13,579.0,0.1024089971909849,0,0.0,0.8496167551162825,26,864.0
105.0,25,977.0,25.710526315789473,3.5017643888874823,4,67.0,0.3034852692482807,8,274.0,0.11058548686317916,13,644.0,0.0,0,0.0,0.7993521279605798,25,985.0
110.0,25,1102.0,28.256410256410255,4.114048163216921,4,81.0,0.22579990016006424,8,314.0,0.19030131933198371,13,711.0,0.1277439253174579,0,0.0,1.0,25,1106.0
115.0,23,1145.0,30.13157894736842,3.8368993899087895,2,64.0,0.06378705663294135,8,354.0,0.26593811587542543,13,776.0,0.1256793249239579,0,0.0,0.9890847952540923,23,1194.0
120.0,21,1231.0,33.270270270270274,4.706552661809246,0,21.0,0.6233324674320542,8,396.0,0.2601710694720959,13,839.0,0.06876805258358339,0,0.0,0.9707404810588671,21,1256.0
125.0,21,1336.0,37.111111111111114,4.244672391136364,0,0.0,0.8832036872787287,8,436.0,0.25652495770681233,13,904.0,0.0,0,0.0,0.9408755132734887,21,1340.0
130.0,25,1453.0,41.51428571428571,2.9168944790988327,0,0.0,0.9080684811255549,12,488.0,0.02846755727633617,13,969.0,0.0,0,0.0,0.934054806126587,25,1457.0
135.0,27,1582.0,43.94444444444444,2.5363473875051534,0,0.0,0.5317829933968308,14,552.0,0.0005039163543038206,13,1034.0,0.06768132170492755,0,0.0,0.9886799095549766,27,1586.0
140.0,29,1723.0,46.567567567567565,2.367641728732731,2,6.0,0.4673218882807413,14,622.0,0.06556222607244731,13,1099.0,0.1289631864473344,0,0.0,1.0,29,1727.0
145.0,31,1874.0,50.648648648648646,1.5462829852955529,2,16.0,0.1357666278407069,14,692.0,0.11488560036995737,15,1170.0,0.0005393479012754971,0,0.0,1.0,31,1878.0
150.0,33,2036.0,55.027027027027025,1.2078084508246767,4,33.0,5.98798066916949e-05,14,762.0,0.11831946175073774,15,1245.0,0.03497915399512768,0,0.0,1.0,33,2040.0
155.0,33,2195.0,57.76315789473684,1.4736677767091793,3,44.0,0.0,14,832.0,0.06105556285497004,16,1323.0,0.0,0,0.0,0.9739971448967264,33,2199.0
160.0,33,2360.0,60.51282051282051,1.7294974572942918,3,59.0,0.0,14,902.0,0.11384906822665752,16,1405.0,0.07487577113594,0,0.0,0.9028771821776141,33,2366.0
165.0,34,2529.0,63.225,1.8441122481370091,3,74.0,0.24769936357124553,14,972.0,0.06195065662850401,17,1489.0,0.051177425733565145,0,0.0,0.8607828075666697,34,2535.0
170.0,34,2699.0,64.26190476190476,2.2411147016523714,3,89.0,0.3241364883587995,14,1042.0,0.06204791973787061,17,1572.0,0.0,0,0.0,0.9252163286448144,34,2703.0
175.0,31,2765.0,61.44444444444444,3.1048056260186834,0,62.0,0.5560488566249523,14,1112.0,0.11722308900555115,17,1657.0,0.0,0,0.0,0.9732950836433524,31,2831.0
180.0,31,2920.0,60.833333333333336,3.564474224343105,0,0.0,0.7258551786184653,14,1184.0,0.22735207843237357,17,1742.0,0.0,0,0.0,1.0,31,2926.0
185.0,34,3084.0,62.93877551020408,2.855877967693971,1,5.0,0.567760565445278,16,1258.0,0.16592115761334236,17,1827.0,0.0,0,0.0,0.9498024426296606,34,3090.0
190.0,37,3258.0,65.16,2.9030462200839575,2,6.0,0.5242484514608268,18,1346.0,0.09008590118076255,17,1912.0,0.0,0,0.0,0.9642245951881963,37,3264.0
195.0,39,3447.0,65.0377358490566,3.2352933884741852,4,20.0,0.28756798755479335,18,1436.0,0.13811408474456918,17,1999.0,0.10168247598005259,0,0.0,0.9144008298644118,39,3455.0
200.0,40,3647.0,67.53703703703704,3.3555339187849005,5,45.0,0.27108667206219667,18,1526.0,0.0929696702846228,17,2084.0,0.14762512499273125,0,0.0,0.8833826463205482,40,3655.0
205.0,40,3847.0,68.69642857142857,3.29872350163962,5,70.0,0.23853502395021073,18,1616.0,0.0940629885234307,17,2167.0,0.05637087074561882,0,0.0,0.9478617470574617,40,3853.0
210.0,43,4059.0,72.48214285714286,2.972529121387111,6,100.0,0.21830217548369282,18,1706.0,0.05115613809032936,19,2259.0,1.6684065514067775e-05,0,0.0,0.9692169184066111,43,4065.0
215.0,44,4277.0,79.20370370370371,2.438314548426352,7,133.0,0.11743157369462504,18,1796.0,0.05263157894736842,19,2354.0,0.045637861518498135,0,0.0,0.9637938589910633,44,4283.0
220.0,44,4497.0,88.17647058823529,1.792234371605754,7,168.0,0.12477679483200203,18,1886.0,0.09543831841119496,19,2449.0,0.047406676831775484,0,0.0,0.9649974890133379,44,4503.0
225.0,44,4717.0,87.35185185185185,2.177512712953233,7,203.0,0.2769660751162226,18,1976.0,0.09620082886491833,19,2544.0,0.046743732764159565,0,0.0,1.0,44,4723.0
230.0,44,4937.0,89.76363636363637,2.4731356200703054,7,238.0,0.37854222851512437,18,2066.0,0.0,19,2639.0,0.046083283160642516,0,0.0,0.9074457309882756,44,4943.0
235.0,44,5157.0,92.08928571428571,2.5110474260307214,7,273.0,0.19090322896818218,18,2156.0,0.052575249311668404,19,2734.0,0.04832209795887308,0,0.0,0.981542401585577,44,5163.0
240.0,45,5381.0,97.83636363636364,2.3109134110126015,8,312.0,0.16922787571552472,18,2246.0,0.048301884395051356,19,2829.0,0.15556382600270635,0,0.0,0.91788374973893,45,5387.0
245.0,45,5606.0,98.35087719298245,2.7415915238974176,8,352.0,0.31494759802831745,18,2336.0,0.0,19,2924.0,0.11854751165518383,0,0.0,0.9113498156187471,45,5612.0
250.0,45,5831.0,104.125,1.9154616004202427,8,392.0,0.1552858789919026,18,2426.0,0.0,19,3019.0,0.0,0,0.0,0.9111557405799874,45,5837.0
255.0,46,6061.0,108.23214285714286,1.6352188309380675,9,438.0,0.17240580598661556,18,2516.0,0.0,19,3114.0,0.0,0,0.0,1.0,46,6068.0
260.0,47,6296.0,110.45614035087719,2.028803091281496,10,487.0,0.15113328401368434,18,2606.0,0.05130764904231729,19,3210.0,0.12489959400022613,0,0.0,1.0,47,6303.0
265.0,48,6536.0,114.66666666666667,1.7843350501163981,11,542.0,0.1432211616137246,18,2696.0,0.0979230000757938,19,3305.0,0.12645395140722357,0,0.0,1.0,48,6543.0
270.0,49,6779.0,116.87931034482759,1.804015742333518,12,600.0,0.16140199418932177,18,2786.0,0.13133339285345608,19,3399.0,0.0,0,0.0,1.0,49,6785.0
275.0,48,7016.0,118.91525423728814,1.6437718412309468,11,652.0,0.02628920609032453,18,2876.0,0.13626068407320202,19,3494.0,0.0,0,0.0,0.8848164970557162,48,7022.0
280.0,49,7260.0,123.05084745762711,1.9994738020506437,12,711.0,0.11942865639516556,18,2966.0,0.04929001493554362,19,3591.0,0.0895992030784384,0,0.0,0.9146086504736592,49,7268.0
285.0,50,7507.0,125.11666666666666,1.9715347556892509,13,773.0,0.17890216891883928,18,3056.0,0.0,19,3686.0,0.12980808375003966,0,0.0,0.8309715357892395,50,7515.0
290.0,50,7757.0,123.12698412698413,2.2593798789859423,13,838.0,0.196898750799274,18,3146.0,0.050821572084357634,19,3779.0,0.04702057771464057,0,0.0,0.8508972638010244,50,7763.0
295.0,53,8017.0,127.25396825396825,1.6277544996549422,16,913.0,0.028416276513181016,18,3236.0,0.04849210943581862,19,3874.0,0.0,0,0.0,0.9816338084372632,53,8023.0
300.0,55,8288.0,125.57575757575758,1.5408376023881336,18,999.0,0.023864971998548028,18,3326.0,0.05263157894736842,19,3969.0,0.0,0,0.0,1.0,55,8294.0
305.0,55,8542.0,131.41538461538462,1.2919793821542982,18,1081.0,0.013210693271037532,18,3416.0,0.09767687268397214,19,4064.0,0.0,0,0.0,0.930790238891575,55,8561.0
310.0,56,8822.0,137.84375,1.6465361719654852,19,1163.0,0.050007138445794505,18,3506.0,0.09949489203004269,19,4161.0,0.11727351007107313,0,0.0,0.9504677930466637,56,8830.0
315.0,56,9102.0,140.03076923076924,1.8330526773027436,19,1258.0,0.045947792488936635,18,3596.0,0.09412904580479423,19,4256.0,0.12787927152924888,0,0.0,0.9671743732232221,56,9110.0
320.0,56,9382.0,142.15151515151516,2.01478363724171,19,1353.0,0.0,18,3686.0,0.09173986067083144,19,4349.0,0.04703824895593135,0,0.0,0.9892962132702414,56,9388.0
325.0,56,9662.0,146.3939393939394,2.029162193830621,19,1448.0,0.0,18,3776.0,0.09709062573224167,19,4444.0,0.04729231352565476,0,0.0,0.9356797539600549,56,9668.0
330.0,56,9942.0,150.63636363636363,1.9919464434518233,19,1543.0,0.0,18,3866.0,0.09812235680812978,19,4539.0,0.04806354848638701,0,0.0,0.9575410822171214,56,9948.0
335.0,56,10222.0,159.71875,1.6840039818570882,19,1638.0,0.04919949695283239,18,3956.0,0.0988130731063985,19,4634.0,0.0,0,0.0,0.9536593398088936,56,10228.0
340.0,56,10502.0,164.09375,1.643066118985893,19,1733.0,0.04937061395024169,18,4046.0,0.052490685161755625,19,4729.0,0.0,0,0.0,0.9429832678412023,56,10508.0
345.0,56,10782.0,173.90322580645162,1.2475274256359374,19,1828.0,0.0,18,4136.0,0.0,19,4824.0,0.049587298973223996,0,0.0,0.9209962703074699,56,10788.0
350.0,56,11062.0,181.34426229508196,1.0406189063625744,19,1923.0,0.04727065273675137,18,4226.0,0.0,19,4919.0,0.048857172931995034,0,0.0,0.9573700239813291,56,11068.0
355.0,56,11342.0,182.93548387096774,1.228612755866121,19,2018.0,0.08698012304818539,18,4316.0,0.0,19,5014.0,0.04922177291647365,0,0.0,1.0,56,11348.0
360.0,56,11622.0,193.7,0.6261432625517124,19,2113.0,0.04672325774787783,18,4406.0,0.0,19,5109.0,0.0,0,0.0,1.0,56,11628.0
365.0,56,11902.0,195.11475409836066,0.7950575096025195,19,2208.0,0.06414094777367033,18,4496.0,0.0,19,5204.0,0.0,0,0.0,1.0,56,11908.0
370.0,56,12182.0,199.70491803278688,1.042818427238302,19,2303.0,0.09394822341832894,18,4586.0,0.04868618307506656,19,5301.0,0.09017606698077446,0,0.0,1.0,56,12190.0
375.0,56,12462.0,204.29508196721312,1.0161471425061328,19,2398.0,0.04896070022799054,18,4676.0,0.04891977852916102,19,5396.0,0.1257045412962815,0,0.0,1.0,56,12470.0
380.0,56,12742.0,205.51612903225808,1.231349946828809,19,2493.0,0.0,18,4766.0,0.05263157894736842,19,5489.0,0.04872339663409269,0,0.0,0.9645666656183454,56,12748.0
385.0,56,13022.0,206.6984126984127,1.4428043351735937,19,2588.0,0.04890808794968866,18,4856.0,0.051099949968749725,19,5584.0,0.04883426767818115,0,0.0,0.911937263657275,56,13028.0
390.0,56,13302.0,207.84375,1.5215052673787464,19,2683.0,0.03715120292457633,18,4946.0,0.12464475342775463,19,5679.0,0.04790134156777589,0,0.0,0.9391820564252242,56,13308.0
395.0,56,13582.0,215.5873015873016,1.3320316260786433,19,2778.0,0.0,18,5036.0,0.09067518381808497,19,5774.0,0.03240828982496981,0,0.0,0.9916412472087897,56,13588.0
400.0,56,13862.0,216.59375,1.5760050711795177,19,2873.0,0.046354499588547086,18,5126.0,0.05022032296995362,19,5869.0,0.04732837063030194,0,0.0,0.9423290118979648,56,13868.0
405.0,56,14142.0,228.09677419354838,1.261034823686971,19,2968.0,0.047348015324480096,18,5216.0,0.04990271987945074,19,5964.0,0.0,0,0.0,0.8637630396501205,56,14148.0
410.0,56,14422.0,221.87692307692308,1.6511563390708863,19,3063.0,0.08967517862577222,18,5306.0,0.05263157894736842,19,6059.0,0.0,0,0.0,0.8851424149498656,56,14428.0
415.0,57,14707.0,222.83333333333334,1.7171073847865403,20,3163.0,0.11975021966905017,18,5396.0,0.0933638169011028,19,6154.0,0.0,0,0.0,0.9510329955608146,57,14713.0
420.0,56,14982.0,227.0,1.5714880574002903,19,3253.0,0.05772097304450563,18,5486.0,0.09445868029379735,19,6249.0,0.0,0,0.0,1.0,56,14988.0
425.0,56,15262.0,234.8,1.7955455581362991,19,3348.0,0.0,18,5576.0,0.09480243436339866,19,6346.0,0.1263264705065252,0,0.0,0.9811523614709148,56,15270.0
430.0,56,15542.0,231.97014925373134,2.2061813228942735,19,3443.0,0.047994804610177695,18,5666.0,0.09859940477345701,19,6441.0,0.16150576844657472,0,0.0,0.9668421232575911,56,15550.0
435.0,56,15822.0,236.1492537313433,2.174174943384268,19,3538.0,0.0920472198631193,18,5756.0,0.051765040755360536,19,6534.0,0.08634476416731611,0,0.0,0.9891679483390432,56,15828.0
440.0,56,16102.0,240.32835820895522,2.10479577646289,19,3633.0,0.04798774709300137,18,5846.0,0.0,19,6629.0,0.0,0,0.0,0.8767966929162014,56,16108.0
445.0,56,16382.0,255.96875,1.528719329126329,19,3728.0,0.04654040238737853,18,5936.0,0.0,19,6724.0,0.04837790669993661,0,0.0,0.8301748093814805,56,16388.0
450.0,56,16662.0,273.1475409836066,0.9987347397761448,19,3823.0,0.0,18,6026.0,0.0,19,6819.0,0.08784053354291507,0,0.0,1.0,56,16668.0
455.0,56,16942.0,277.73770491803276,0.9999909629624919,19,3918.0,0.0,18,6116.0,0.05263157894736842,19,6914.0,0.0450878017172003,0,0.0,1.0,56,16948.0
460.0,56,17222.0,287.03333333333336,0.8725784109526418,19,4013.0,0.0,18,6206.0,0.052485309896757086,19,7009.0,0.0,0,0.0,1.0,56,17228.0
465.0,56,17502.0,291.7,0.8304646125523693,19,4108.0,0.046758480834736646,18,6296.0,0.09546020327450057,19,7104.0,0.0,0,0.0,1.0,56,17508.0
470.0,56,17782.0,291.5081967213115,1.053478079537746,19,4203.0,0.09226773493986798,18,6386.0,0.04917238916932623,19,7199.0,0.0,0,0.0,0.9200607286132012,56,17788.0
475.0,56,18062.0,301.03333333333336,0.8903717860434777,19,4298.0,0.09147076119942406,18,6476.0,0.0,19,7294.0,0.0,0,0.0,0.9705670032426006,56,18068.0
480.0,57,18344.0,300.72131147540983,0.6426713340981606,20,4395.0,0.045058362177273915,18,6566.0,0.0,19,7389.0,0.0,0,0.0,0.9739722323521156,57,18350.0
485.0,56,18622.0,300.35483870967744,0.9052917219692255,19,4491.0,0.05242450089156098,18,6656.0,0.04725073596900736,19,7484.0,0.0,0,0.0,1.0,56,18631.0
490.0,56,18902.0,309.8688524590164,0.9612501390502856,19,4583.0,0.0,18,6746.0,0.048420612123279125,19,7581.0,0.08265940306156369,0,0.0,1.0,56,18910.0
495.0,56,19182.0,299.71875,1.4516609209126983,19,4678.0,0.07373586124317656,18,6836.0,0.09540534523539078,19,7676.0,0.12118246458338534,0,0.0,1.0,56,19190.0
