step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.181785800934861,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8971432139543807,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.299256298917303,0,0.0,0.9996096581573467,0,0.0,1.0,0,0.0,0.9209751924142447,0,0.0,1.0,0,0.0
15.0,1,2.0,0.5,6.610203683889283,0,0.0,0.9199802635256685,0,0.0,1.0,1,2.0,0.33893999700089356,0,0.0,1.0,1,2.0
20.0,3,12.0,2.0,4.841441679393295,0,0.0,0.5560480602333094,0,0.0,1.0,3,12.0,0.00037383964759397844,0,0.0,1.0,3,12.0
25.0,4,31.0,5.166666666666667,4.339217916650313,1,4.0,0.4694797529273911,0,0.0,0.9570611206715344,3,27.0,0.0,0,0.0,1.0,4,31.0
30.0,4,51.0,6.375,6.7822486820658705,1,9.0,0.498147883431869,0,0.0,0.9876525352140407,3,42.0,0.0,0,0.0,1.0,4,51.0
35.0,4,71.0,7.1,6.754617683214773,1,14.0,0.583492881036105,0,0.0,0.918239087073765,3,57.0,0.22738038283362533,0,0.0,0.9259547467148778,4,71.0
40.0,4,91.0,9.1,6.339521527906765,1,19.0,0.4684876283428986,0,0.0,1.0,3,72.0,0.245265117023229,0,0.0,0.9883625962630994,4,91.0
45.0,5,116.0,8.923076923076923,7.637870178319038,2,29.0,0.44982459229849825,0,0.0,1.0,3,87.0,0.379358555453604,0,0.0,0.9192757863111084,5,116.0
