step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.090172359542734,0,0.0,0.9739293345300698,0,0.0
10.0,0,0.0,0.0,13.753129596089,0,0.0,0.9792462036478151,0,0.0
15.0,0,0.0,0.0,12.202397928216612,0,0.0,0.877100475632621,0,0.0
20.0,1,1.0,0.06666666666666667,11.032853861109505,1,1.0,0.8217762453989893,1,1.0
25.0,2,8.0,0.42105263157894735,10.472431900613412,2,8.0,0.6712262459962807,2,8.0
30.0,5,25.0,1.1363636363636365,10.196475778312188,5,25.0,0.5545551925395702,5,25.0
35.0,1,1.0,0.047619047619047616,8.464958647360827,1,18.0,0.5298924232547144,1,18.0
40.0,5,17.0,0.7727272727272727,8.648751245387267,5,17.0,0.5033164511591994,5,17.0
45.0,8,49.0,1.96,7.952853760026295,8,49.0,0.4370665699892465,8,49.0
50.0,10,97.0,4.041666666666667,6.6147524184677495,10,97.0,0.38071091414038366,10,97.0
55.0,8,56.0,2.1538461538461537,5.877240861004221,8,115.0,0.36325558117409407,8,115.0
60.0,3,10.0,0.37037037037037035,7.126281823126217,3,80.0,0.3984693950757828,3,80.0
65.0,5,32.0,1.0666666666666667,8.604785492650489,5,44.0,0.3798988398443014,5,44.0
70.0,6,61.0,2.033333333333333,9.828993752702416,6,61.0,0.5442937303828852,6,61.0
75.0,6,91.0,3.25,9.946358557351255,6,91.0,0.584428935548195,6,91.0
80.0,1,3.0,0.11538461538461539,9.100175064690891,1,70.0,0.5202852259363459,1,70.0
85.0,4,13.0,0.5652173913043478,10.049452706254103,4,13.0,0.5662664593174104,4,13.0
90.0,5,36.0,1.44,9.8307674252718,5,36.0,0.6016429809698646,5,36.0
95.0,2,2.0,0.07692307692307693,8.457284642402637,2,31.0,0.5763915405948601,2,31.0
100.0,1,2.0,0.07407407407407407,9.515363966408326,1,4.0,0.6249150796901441,1,4.0
105.0,2,6.0,0.1935483870967742,8.514362572896934,2,7.0,0.5396408281394822,2,7.0
110.0,7,33.0,1.1785714285714286,6.235962940795489,7,34.0,0.2620310545768142,7,34.0
115.0,13,87.0,2.9,5.802796930253093,13,88.0,0.26710768065064294,13,88.0
120.0,10,74.0,2.642857142857143,5.324013913733533,10,125.0,0.270309384573256,10,125.0
125.0,3,8.0,0.2962962962962963,7.134705919860549,3,102.0,0.3786197248113936,3,102.0
130.0,1,1.0,0.03571428571428571,7.580690909257541,1,82.0,0.40302189814015893,1,82.0
135.0,7,25.0,0.8928571428571429,6.019315981601223,7,106.0,0.3057489335860814,7,106.0
140.0,7,23.0,0.8214285714285714,5.673479031121018,7,112.0,0.35020995440872427,7,112.0
145.0,3,6.0,0.23076923076923078,6.125871404207195,3,45.0,0.28774659498723937,3,45.0
150.0,2,2.0,0.06896551724137931,6.844219252435466,2,48.0,0.32117517579670424,2,48.0
155.0,6,24.0,0.8275862068965517,6.217149115814987,6,70.0,0.26705383856865794,6,70.0
160.0,6,20.0,0.7692307692307693,4.221496839715853,6,76.0,0.20013290284573135,6,76.0
165.0,3,4.0,0.15384615384615385,5.534814971344985,3,51.0,0.25611362213552635,3,51.0
170.0,1,3.0,0.1,8.52780914307031,1,19.0,0.4116630987413308,1,19.0
175.0,1,8.0,0.25,9.617727596902496,1,16.0,0.5593450376078996,1,16.0
180.0,2,4.0,0.12903225806451613,8.536990306740787,2,11.0,0.4879013759571274,2,11.0
185.0,8,35.0,1.2962962962962963,6.097343583500041,8,41.0,0.23286985169554408,8,41.0
190.0,14,92.0,3.5384615384615383,4.19268663030924,14,98.0,0.17094677579008521,14,98.0
195.0,18,175.0,6.730769230769231,2.5236651595436186,18,181.0,0.15722732316633478,18,181.0
200.0,16,160.0,5.333333333333333,3.555029325879434,16,235.0,0.20780372266397065,16,235.0
205.0,8,68.0,2.125,5.2031517998933206,8,217.0,0.24271437082821573,8,217.0
210.0,4,11.0,0.3055555555555556,6.903747956034438,4,155.0,0.27935758062808896,4,155.0
215.0,2,3.0,0.08571428571428572,6.191038057030798,2,162.0,0.29160808365791946,2,162.0
220.0,7,26.0,0.7878787878787878,5.7400613404545915,7,184.0,0.307129389872844,7,184.0
225.0,8,27.0,0.7714285714285715,5.244559092227569,8,181.0,0.27222095293477216,8,181.0
230.0,5,9.0,0.2647058823529412,4.841137269909895,5,130.0,0.22487134573483955,5,130.0
235.0,6,12.0,0.32432432432432434,5.417668538772333,6,134.0,0.2587058168983597,6,134.0
240.0,9,40.0,1.0526315789473684,4.771340663849511,9,169.0,0.21601126910652044,9,169.0
245.0,10,41.0,1.1388888888888888,4.377805815146631,10,170.0,0.21712172920421302,10,170.0
250.0,9,26.0,0.6842105263157895,5.008704040789192,9,124.0,0.23415701251274748,9,124.0
255.0,5,9.0,0.23076923076923078,4.31383093471109,5,145.0,0.16455381240130312,5,145.0
260.0,8,27.0,0.675,4.075691872100748,8,176.0,0.12900273432942375,8,176.0
265.0,14,84.0,2.210526315789474,3.3922216041353326,14,233.0,0.14279793526750353,14,233.0
270.0,15,87.0,2.230769230769231,2.083026170769235,15,255.0,0.11909214791037208,15,255.0
275.0,13,60.0,1.5,3.706072441893224,13,243.0,0.16026792713938948,13,243.0
280.0,14,59.0,1.4047619047619047,4.999140587650388,14,211.0,0.15604777797958627,14,211.0
285.0,10,65.0,1.6666666666666667,6.102001474188649,10,205.0,0.28661469768841236,10,205.0
290.0,0,0.0,0.0,7.330913437286934,0,169.0,0.431881203033941,0,169.0
295.0,6,19.0,0.5135135135135135,6.616993322873652,6,174.0,0.34815389499511473,6,174.0
300.0,12,68.0,1.8888888888888888,4.648708952257331,12,223.0,0.22795256626135607,12,223.0
305.0,14,71.0,1.9722222222222223,2.889856109844963,14,246.0,0.1511323815901313,14,246.0
310.0,9,40.0,1.0,4.163418611791026,9,223.0,0.17364978678557266,9,223.0
315.0,9,31.0,0.7380952380952381,4.280258731447075,9,247.0,0.1544344120271073,9,247.0
320.0,13,48.0,1.2,3.992626203573154,13,306.0,0.1486747766329925,13,306.0
325.0,7,28.0,0.7368421052631579,3.9172718850389017,7,301.0,0.2002245829674778,7,301.0
330.0,5,13.0,0.3170731707317073,4.878512176420918,5,221.0,0.2067523720756811,5,221.0
335.0,6,15.0,0.36585365853658536,5.551902299967003,6,146.0,0.19157251269195136,6,146.0
340.0,5,10.0,0.2564102564102564,5.285774738420398,5,159.0,0.24311053659671983,5,159.0
345.0,8,34.0,0.9714285714285714,5.1919471303618705,8,184.0,0.24083341068045042,8,184.0
350.0,15,96.0,2.6666666666666665,4.0577703802226175,15,246.0,0.20723308396890294,15,246.0
355.0,20,187.0,5.054054054054054,2.28273777540486,20,337.0,0.1377623519243754,20,337.0
360.0,27,311.0,7.585365853658536,2.059598798308238,27,461.0,0.0814866496516108,27,461.0
365.0,28,318.0,7.395348837209302,1.8561364156187405,28,529.0,0.06809042728350571,28,529.0
370.0,23,245.0,5.6976744186046515,3.3492424127849403,23,508.0,0.1272076162047057,23,508.0
375.0,16,186.0,4.2272727272727275,4.249387220896259,16,595.0,0.1709814762421899,16,595.0
380.0,13,91.0,2.275,3.9726496578290083,13,664.0,0.14618191955076584,13,664.0
385.0,8,34.0,0.8947368421052632,4.178845023775591,8,638.0,0.1500928733062049,8,638.0
390.0,5,18.0,0.46153846153846156,4.803755118527726,5,503.0,0.1941135728708355,5,503.0
395.0,3,6.0,0.15384615384615385,5.854249396705712,3,371.0,0.2343084415542445,3,371.0
400.0,4,5.0,0.1282051282051282,6.917102749704773,4,289.0,0.3455985878621516,4,289.0
405.0,0,0.0,0.0,7.756015481349566,0,243.0,0.4600052524670479,0,243.0
410.0,7,22.0,0.5945945945945946,6.673411720445942,7,265.0,0.35005240387037034,7,265.0
415.0,12,71.0,1.9189189189189189,4.830476975655436,12,314.0,0.24723690343718552,12,314.0
420.0,17,147.0,3.972972972972973,3.202781963798117,17,390.0,0.16853233490745056,17,390.0
425.0,25,258.0,6.0,2.329623704562882,25,501.0,0.07260394222823885,25,501.0
430.0,34,402.0,8.933333333333334,2.015490582435307,34,645.0,0.07336537765095405,34,645.0
435.0,38,574.0,14.0,0.9349376343748202,38,819.0,0.04763845401790708,38,819.0
440.0,33,566.0,13.476190476190476,1.2395511116352538,33,896.0,0.04576276617647167,33,896.0
445.0,24,422.0,10.292682926829269,3.141260713116862,24,788.0,0.09362136414570783,24,788.0
450.0,16,310.0,7.560975609756097,5.028243607310324,16,651.0,0.15747298847953234,16,651.0
455.0,7,113.0,2.973684210526316,5.209871628903854,7,674.0,0.2290266715540916,7,674.0
460.0,7,28.0,0.8,5.287444177931362,7,701.0,0.24682950470095794,7,701.0
465.0,14,81.0,2.3142857142857145,3.286787763859448,14,754.0,0.14766988604315218,14,754.0
470.0,14,83.0,2.3055555555555554,1.9992920188942596,14,731.0,0.10586328044433795,14,731.0
475.0,12,48.0,1.2972972972972974,2.874609873415308,12,634.0,0.08839257815297138,12,634.0
480.0,10,33.0,0.8048780487804879,3.7250858747190594,10,641.0,0.14588868120264775,10,641.0
485.0,10,39.0,1.0,3.5469532326889466,10,700.0,0.17237139280334773,10,700.0
490.0,8,19.0,0.5,3.5507123653720947,8,653.0,0.22596729231518745,8,653.0
495.0,7,16.0,0.3902439024390244,4.506082285389997,7,524.0,0.22195879603573218,7,524.0
500.0,4,7.0,0.1590909090909091,4.63527695136836,4,467.0,0.18352495960578333,4,467.0
505.0,7,23.0,0.5476190476190477,4.431218937232178,7,490.0,0.15586671032077995,7,490.0
510.0,12,69.0,1.7692307692307692,4.125020447914324,12,538.0,0.1393090053184859,12,538.0
515.0,18,147.0,3.769230769230769,2.101345279526349,18,616.0,0.07631913255583761,18,616.0
520.0,19,144.0,3.789473684210526,1.1533395897863739,19,605.0,0.041258185317358975,19,605.0
525.0,17,101.0,2.4047619047619047,3.551068213437559,17,489.0,0.15598397662755256,17,489.0
530.0,14,82.0,1.9523809523809523,5.809161880661869,14,313.0,0.22106210423611639,14,313.0
535.0,8,64.0,1.641025641025641,6.977208112875341,8,260.0,0.30308046624068097,8,260.0
540.0,1,1.0,0.02702702702702703,7.640675915669842,1,237.0,0.417783898969889,1,237.0
545.0,5,19.0,0.5588235294117647,6.562900656250427,5,249.0,0.3349279059710526,5,249.0
550.0,13,68.0,1.8888888888888888,4.749208445400742,13,298.0,0.19563759922288637,13,298.0
555.0,13,74.0,1.9473684210526316,3.137056113421887,13,313.0,0.15025260850476832,13,313.0
560.0,11,48.0,1.170731707317073,4.150564851277647,11,271.0,0.1985342336682958,11,271.0
565.0,9,32.0,0.7441860465116279,4.250255885602123,9,293.0,0.1779563373672095,9,293.0
570.0,13,40.0,0.975609756097561,4.066169190951935,13,346.0,0.15227672355602032,13,346.0
575.0,8,31.0,0.8157894736842105,3.747685466273943,8,340.0,0.20465058766643998,8,340.0
580.0,7,17.0,0.40476190476190477,4.777176252288514,7,275.0,0.2503984845829452,7,275.0
585.0,4,6.0,0.13636363636363635,4.404188573694994,4,287.0,0.219759136487601,4,287.0
590.0,10,33.0,0.7674418604651163,3.812468727146123,10,323.0,0.13880749088570352,10,323.0
595.0,8,38.0,0.95,3.4837726044353934,8,312.0,0.11309531663329887,8,312.0
600.0,9,21.0,0.5121951219512195,4.069093731241656,9,236.0,0.15618158301762095,9,236.0
605.0,7,16.0,0.4,3.8705347351446555,7,261.0,0.14300554723593603,7,261.0
610.0,9,34.0,0.85,3.4358972618564465,9,299.0,0.13429246576048856,9,299.0
615.0,14,89.0,2.4054054054054053,2.7127013141683602,14,356.0,0.1036178307353217,14,356.0
620.0,16,88.0,2.3157894736842106,1.8059760904100268,16,359.0,0.08969102605251376,16,359.0
625.0,13,58.0,1.4146341463414633,4.160531336745819,13,285.0,0.18290368959019512,13,285.0
630.0,11,35.0,0.7777777777777778,4.898896235742791,11,338.0,0.2177111052699708,11,338.0
635.0,13,50.0,1.1627906976744187,4.521581598969567,13,401.0,0.21292075861759846,13,401.0
640.0,14,92.0,2.3,3.8808040082224613,14,462.0,0.16484259225996403,14,462.0
645.0,15,95.0,2.375,2.3508838818201303,15,468.0,0.08734081905243757,15,468.0
650.0,15,66.0,1.65,3.3104208227228056,15,411.0,0.08158814709161155,15,411.0
655.0,14,56.0,1.3333333333333333,3.7404054400203655,14,466.0,0.13830389356997827,14,466.0
660.0,14,61.0,1.564102564102564,3.184105618801914,14,538.0,0.14796161833333027,14,538.0
665.0,9,35.0,0.9459459459459459,3.0191704269108626,9,517.0,0.16492702454375643,9,517.0
670.0,8,18.0,0.46153846153846156,3.377964769922353,8,420.0,0.13186709655235357,8,420.0
