step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,13.767688587788179,0,0.0,1.0,0,0.0,0.9975866034280848,0,0.0,0.9196439285719784,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,14.25187450487545,0,0.0,1.0,0,0.0,0.9409772490382405,0,0.0,0.9543581321997212,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,13.369136264561869,0,0.0,0.9773756305037836,0,0.0,0.9808518426194909,0,0.0,0.71508917514597,0,0.0,0.9629099917169731,0,0.0
20.0,1,3.0,0.5,8.382545700802819,0,0.0,0.6476599831696414,0,0.0,1.0,1,3.0,0.10249353979020444,0,0.0,0.9444619921493784,1,3.0
25.0,3,13.0,1.8571428571428572,8.048915824692676,1,1.0,3.919544689563321e-05,0,0.0,1.0,2,12.0,0.3214223861982552,0,0.0,0.998836890356898,3,13.0
30.0,3,28.0,4.0,7.333378023832887,1,6.0,0.0,0,0.0,0.9761382645889906,2,22.0,0.23521678587209224,0,0.0,0.9782864723968031,3,28.0
35.0,3,43.0,4.3,8.280529814451352,1,11.0,0.7312080756394856,0,0.0,0.9353149232816897,2,32.0,0.0,0,0.0,1.0,3,43.0
40.0,3,58.0,5.2727272727272725,9.513500934061868,1,16.0,0.7914219132433841,0,0.0,1.0,2,42.0,0.0,0,0.0,0.9250139379401513,3,58.0
45.0,3,73.0,6.636363636363637,7.726714801492866,1,21.0,0.4379542396388077,0,0.0,1.0,2,52.0,0.5659216684619129,0,0.0,0.9094071479006574,3,73.0
50.0,5,93.0,8.454545454545455,6.626842438100211,3,31.0,0.0011101582804116889,0,0.0,1.0,2,62.0,0.6724390069301648,0,0.0,1.0,5,93.0
55.0,5,118.0,7.866666666666666,7.501325643515904,3,46.0,0.4942325486215455,0,0.0,1.0,2,72.0,0.5638221227935608,0,0.0,1.0,5,118.0
60.0,7,149.0,9.3125,5.263891022526416,3,61.0,0.45918400453957825,0,0.0,1.0,4,88.0,0.18331705167199167,0,0.0,1.0,7,149.0
65.0,11,195.0,10.263157894736842,4.863039131728776,4,78.0,0.3647559362924645,0,0.0,0.9998915671992479,7,117.0,0.18580449903361093,0,0.0,1.0,11,195.0
70.0,11,238.0,11.333333333333334,4.546213339068783,5,103.0,0.32615977708243005,0,0.0,0.9391997838050499,6,140.0,0.18601667397067487,0,0.0,1.0,11,243.0
75.0,12,296.0,12.869565217391305,5.126003231370352,5,128.0,0.29837975079726503,0,0.0,0.9707996875265618,7,168.0,0.2067703934910573,0,0.0,0.9161859780593902,12,296.0
80.0,13,358.0,12.785714285714286,5.240769341840035,5,153.0,0.20250579076131375,0,0.0,0.7785758239256236,8,207.0,0.22619505323489872,0,0.0,0.9570079991502627,13,360.0
85.0,16,435.0,15.535714285714286,5.282301627060867,7,187.0,0.26225503160378955,0,0.0,0.938493224881373,9,250.0,0.2221228648996755,0,0.0,0.9675828773499936,16,437.0
90.0,13,339.0,11.3,5.44876260820775,7,222.0,0.2697117621220968,0,0.0,0.9365848479579133,6,219.0,0.09955117984229264,0,0.0,0.9498467744204747,13,441.0
95.0,11,278.0,8.6875,6.714199196331359,7,257.0,0.23228819573855558,0,0.0,0.953904833752213,4,142.0,0.2841184973964429,0,2.0,0.9018732787360448,11,401.0
100.0,8,296.0,9.548387096774194,5.896581226565955,8,296.0,0.07740239592759543,0,0.0,0.9853838742911214,0,113.0,0.194119319755168,0,2.0,0.9365038951112373,8,411.0
