step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.072018737426484,0,0.0,0.9153899625268228,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.474819443231063,0,0.0,0.9610631785352048,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.682056521063533,0,0.0,0.9821261757638206,0,0.0,0.8274939989675204,0,0.0,0.95344171067688,0,0.0,1.0,0,0.0
20.0,0,0.0,0.0,10.920455704448774,0,0.0,0.48403338070811874,0,0.0,0.859606401508047,0,0.0,0.9649798471470674,0,0.0,1.0,0,0.0
25.0,1,5.0,0.45454545454545453,11.45087018729887,1,5.0,0.5459528261774387,0,0.0,0.9422649717316292,0,0.0,0.9335481777046808,0,0.0,0.8552976282990863,1,5.0
30.0,3,13.0,0.9285714285714286,10.324224006968125,2,12.0,0.31984956270399695,0,0.0,0.9419822701506437,1,1.0,0.4684702645563161,0,0.0,0.8488154077043901,3,13.0
35.0,3,28.0,1.75,10.651358956186401,2,22.0,0.5761259231703588,0,0.0,0.9004310823495116,1,6.0,0.4841232020492581,0,0.0,0.905942659768591,3,28.0
40.0,3,43.0,2.5294117647058822,9.793940486923129,2,32.0,0.5489367501164668,0,0.0,1.0,1,11.0,0.33400919742572954,0,0.0,0.9603752129734998,3,43.0
45.0,5,64.0,3.2,8.750566452536606,3,44.0,0.4561267736121148,0,0.0,0.9718557835400958,2,20.0,0.31951534591416186,0,0.0,0.9320691056173337,5,64.0
50.0,8,97.0,5.105263157894737,7.3996123189180985,6,67.0,0.2295436726693873,0,0.0,0.9671156423976045,2,30.0,0.0,0,0.0,0.9321031237776526,8,97.0
55.0,8,132.0,6.947368421052632,6.333403996366833,6,92.0,0.13579142830748372,0,0.0,0.9454899136399704,2,40.0,0.0,0,0.0,0.9058398678587043,8,132.0
60.0,9,177.0,9.31578947368421,6.79052551628331,7,127.0,0.12475573273939815,0,0.0,0.9160142748167298,2,52.0,0.4788771943551039,0,0.0,0.972459317464449,9,179.0
65.0,9,222.0,13.875,5.618716489811044,7,162.0,0.0,0,0.0,1.0,2,62.0,0.5318549961307136,0,0.0,0.9839206237638848,9,224.0
