step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.906069670250567,0,0.0,0.9253896549506982,0,0.0,0.9196248729987098,0,0.0,1.0,0,0.0,1.0,0,0.0,0.921570624571175,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9231383000567267,0,0.0,0.923524459208138,0,0.0,0.9180136011804274,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9256084464799679,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.031570890183408,0,0.0,0.9690744896848258,0,0.0,0.9673964788981781,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9115087153269029,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9677562899810316,0,0.0,0.9690194247511202,0,0.0,0.8804126585621845,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8838469553939452,0,0.0,1.0,0,0.0
15.0,3,6.0,0.15,11.291386169493737,0,0.0,0.7444666630809957,0,0.0,0.952007328463187,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6907917041164207,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9307709534105457,0,0.0,0.9553917301995253,1,2.0,0.799426863240911,0,0.0,0.9812448046855254,0,0.0,0.9910887801816762,0,0.0,0.9271754620348442,1,2.0,0.6842010464124535,0,0.0,1.0,3,6.0
20.0,11,38.0,0.6785714285714286,10.31089470494654,3,10.0,0.6652595696104636,0,0.0,0.9463131326468602,0,0.0,1.0,0,0.0,1.0,3,10.0,0.5312529458200582,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9484871648210323,0,0.0,0.9714142973076965,3,9.0,0.6077628693137826,0,0.0,0.9779461264301297,0,0.0,0.9890569670256829,0,0.0,0.955893267764227,2,9.0,0.5104596602925804,0,0.0,1.0,11,38.0
25.0,12,77.0,1.0694444444444444,9.827671201789327,0,4.0,0.7198994062478681,0,4.0,0.7772837751653702,0,0.0,0.9837676983938126,0,0.0,0.9648708807251711,4,26.0,0.4158564336275366,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9690661345855477,0,0.0,0.9676003018664203,4,27.0,0.48419295072637814,0,0.0,0.9681255754047138,0,0.0,0.9274575607948989,0,0.0,0.9532241505390924,4,24.0,0.4634425086047217,0,0.0,1.0,12,85.0
30.0,21,161.0,2.0125,9.415034073323472,1,2.0,0.7367489284161256,0,4.0,0.9145169820983121,0,0.0,0.9392203788616665,0,0.0,0.9416928217827417,6,52.0,0.2998067403842799,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9497377589868338,0,0.0,0.9728870962494258,7,55.0,0.3264275629448565,0,0.0,0.9622948228172786,0,0.0,0.9551854679434215,0,0.0,0.944801414860858,7,52.0,0.44866741130768634,0,0.0,0.9585356745050042,21,165.0
35.0,28,282.0,2.9375,8.884559006226707,3,13.0,0.5980010648300446,0,4.0,0.9140927533587339,0,0.0,0.9465517926125837,0,0.0,0.952792785230417,9,89.0,0.2668354645274544,0,0.0,1.0,0,0.0,0.9837676983938126,0,0.0,1.0,0,0.0,0.9930075852936207,0,0.0,0.9336875730834046,8,92.0,0.2180977785372081,0,0.0,0.961975085414704,0,0.0,0.9500399795510475,0,0.0,0.9459600419348263,8,88.0,0.37693391747572513,0,0.0,0.951894755593325,28,286.0
40.0,30,407.0,3.6339285714285716,8.269627379245902,0,8.0,0.6656506883889387,1,5.0,0.5384866017669713,0,0.0,0.951585334737181,0,0.0,0.9828492873059667,10,137.0,0.3487055216387864,0,0.0,0.9023526387547983,0,0.0,0.9840925618182692,0,0.0,0.9514034148488845,0,0.0,0.9782297799881152,0,0.0,0.9750201286891405,10,141.0,0.23718429739370514,0,0.0,0.9453306376274986,0,0.0,0.9548751387803404,0,0.0,0.9596669962853098,9,132.0,0.2679453453877245,0,0.0,0.9435467157864251,30,423.0
45.0,44,601.0,5.008333333333334,7.80667093485249,2,4.0,0.692535419185565,7,31.0,0.2660328561416316,0,0.0,0.9308453221688843,0,0.0,0.9744494006218408,11,191.0,0.2810015167169368,0,0.0,0.9334160692697364,0,0.0,0.940147831154516,0,0.0,0.9717034942528724,0,0.0,0.9470530915859433,0,0.0,0.9753497203752494,12,197.0,0.363020019897846,0,0.0,0.9541118182300979,0,0.0,0.9629543673589097,0,0.0,0.9463218103694797,12,186.0,0.14732341382113398,0,0.0,0.9573321275323093,44,609.0
50.0,52,845.0,6.213235294117647,7.7675625495074385,4,17.0,0.5745360969407305,9,74.0,0.2377862747485795,0,0.0,0.9480109937922199,0,0.0,0.9594964922528882,13,252.0,0.20506210493711235,0,0.0,0.9426078295564143,0,0.0,0.9483340162131185,0,0.0,0.9566339163905541,0,0.0,0.9450128628550071,0,0.0,0.966630132746673,13,258.0,0.40661091137930916,0,0.0,0.9636929110727085,0,0.0,0.9757533287904132,0,0.0,0.9787193336790754,13,250.0,0.1315583815429651,0,0.0,0.9368090083223832,52,851.0
55.0,61,1132.0,7.546666666666667,7.511756674946108,6,42.0,0.5252994797927921,9,119.0,0.3067462331481472,0,0.0,0.9566116236177942,0,0.0,0.949080061332177,15,323.0,0.11941696053787845,0,0.0,0.9382234416099817,0,0.0,0.8954996922275975,0,0.0,0.9351700723093558,0,0.0,0.9718643458212717,0,0.0,0.9357786340618094,15,328.0,0.3416603506517149,0,0.0,0.9436108359618331,0,0.0,0.9711536531356698,0,0.0,0.9713866263541551,16,324.0,0.23644425948583503,0,0.0,0.9670875514806049,61,1136.0
60.0,63,1390.0,9.084967320261438,6.837872584973334,2,38.0,0.4385978659913628,9,166.0,0.2506483029695918,0,0.0,0.9429468500989868,0,0.0,0.9733679259472482,17,406.0,0.08558967460018094,0,0.0,0.9571652276833569,0,0.0,0.8673338906510916,0,0.0,0.939789877434122,0,0.0,0.9315514154843868,0,0.0,0.9564417462388931,17,409.0,0.19163577694643044,0,0.0,0.9057575686767452,0,0.0,0.9325454117952566,0,0.0,0.9345350445973228,18,409.0,0.30231007644270974,0,0.0,0.9716979031453448,63,1428.0
65.0,70,1722.0,10.62962962962963,6.998873068242582,4,21.0,0.5120299432483244,9,213.0,0.4699100837230237,0,0.0,0.9925663665198515,0,0.0,0.9719957491973344,19,498.0,0.11984274659870309,0,0.0,0.9284849081291467,0,0.0,0.9610162557510857,0,0.0,0.9580805913551873,0,0.0,0.9621521477870117,0,0.0,0.9561555745894053,19,500.0,0.0892780611289692,0,0.0,0.9667406821501651,0,0.0,0.9812054853086942,0,0.0,0.9167745254457826,19,502.0,0.3392644699716895,0,0.0,0.9504243016920643,70,1734.0
70.0,73,2051.0,11.72,6.703480999747157,1,18.0,0.5040721071225656,9,258.0,0.4186018065453216,0,0.0,0.9506495739379447,0,0.0,0.9419224141658746,21,599.0,0.25662721757359536,0,0.0,0.9388033344690768,0,0.0,0.9693692411643061,0,0.0,0.9699983850264042,0,0.0,0.9720854278853099,0,0.0,0.9749192686836083,21,600.0,0.09359966058875831,0,0.0,0.9489158362813441,0,0.0,0.9792115432550611,0,0.0,0.9395535576281555,21,601.0,0.19966032326574443,0,0.0,0.9693531142432211,73,2076.0
75.0,86,2453.0,13.9375,6.036815386740048,5,24.0,0.4711524452284238,13,313.0,0.16807752666386583,0,0.0,0.9669547587721516,0,0.0,0.9286785373690286,23,709.0,0.24125409618225885,0,0.0,0.9446771743321392,0,0.0,0.9645643060329933,0,0.0,0.9785209753761733,0,0.0,0.926806802241281,0,0.0,0.9408943794593344,23,714.0,0.18599237380859263,0,0.0,0.9332018300893624,0,0.0,0.9479956885851882,0,0.0,0.9272615059079403,22,709.0,0.11244880664931046,0,0.0,0.9666695842789093,86,2469.0
80.0,98,2919.0,15.693548387096774,5.919660589019415,7,55.0,0.4559074042831607,16,389.0,0.1914926306614856,0,0.0,0.9630584400051928,0,0.0,0.9450320367321251,25,829.0,0.2101956917390576,0,0.0,0.9375383380563312,0,0.0,0.9758269769685798,0,0.0,0.9469316940784045,0,0.0,0.9277885603281307,0,0.0,0.9572632523189807,25,833.0,0.234439611744414,0,0.0,0.958464355012174,0,0.0,0.9669343536924132,0,0.0,0.9051870530566631,25,829.0,0.05343913503439019,0,0.0,0.9578614898099992,98,2935.0
85.0,100,3354.0,17.2,5.633499687589035,4,58.0,0.42019175062186154,16,473.0,0.17566839075905122,0,0.0,0.9833780298535888,0,0.0,0.9407680477642612,27,959.0,0.10466372663023296,0,0.0,0.9882102317827418,0,0.0,0.9660703902196289,0,0.0,0.949764568838645,0,0.0,0.9711157636563029,0,0.0,0.9468129454339713,26,959.0,0.18109334495478246,0,0.0,0.8865355493615324,0,0.0,0.941978364545529,0,0.0,0.9449514420821925,27,958.0,0.11419491848482183,0,0.0,0.9662682854077579,100,3407.0
90.0,103,3843.0,19.40909090909091,5.576583937403469,3,33.0,0.5144838311153306,16,553.0,0.3159946334588282,0,0.0,0.9542770029107558,0,0.0,0.8866217618482629,28,1096.0,0.058368025910145914,0,0.0,0.9786834013486544,0,0.0,0.9433694879402341,0,0.0,0.9417138479344576,0,0.0,0.9806822470527936,0,0.0,0.9658239102295365,28,1095.0,0.0766795396895126,0,0.0,0.9159494205912718,0,0.0,0.9770614272063215,0,0.0,0.928870459952823,28,1096.0,0.16603720099018712,0,0.0,0.938882107422914,103,3873.0
95.0,109,4354.0,21.135922330097088,5.098483495484544,2,28.0,0.46111099171516656,17,634.0,0.20189443714375763,0,0.0,0.9669782322155708,0,0.0,0.9423174629623197,30,1243.0,0.05155521717575977,0,0.0,0.9669419062113298,0,0.0,0.9327339690690624,0,0.0,0.9564690737737384,0,0.0,0.9620811667430724,0,0.0,0.9465289342745495,30,1244.0,0.04226633852710016,0,0.0,0.9621579995322433,0,0.0,0.9896883281419563,0,0.0,0.9513388036481586,30,1243.0,0.1569501390698812,0,0.0,0.9796768194329851,109,4392.0
100.0,125,4948.0,23.121495327102803,4.975430812885308,7,53.0,0.45375894224729063,22,732.0,0.1705470244161734,0,0.0,0.9612577106651441,0,0.0,0.9561019650810423,32,1400.0,0.07827117122481025,0,0.0,0.9769507848690542,0,0.0,0.9849118295393833,0,0.0,0.9318758136147904,0,0.0,0.9435585338636652,0,0.0,0.9613053818951831,32,1399.0,0.12708401599772332,0,0.0,0.9555818206922122,0,0.0,0.9520925944115677,0,0.0,0.9376098878682051,32,1398.0,0.13787221158901394,0,0.0,0.9484001875175685,125,4982.0
105.0,133,5598.0,25.916666666666668,4.7229824132829465,9,96.0,0.38138461346323876,22,842.0,0.11648341832277792,0,0.0,0.9917959290279863,0,0.0,0.9518720823626192,34,1566.0,0.14241417418815328,0,0.0,0.9466671136876585,0,0.0,0.9450538397269135,0,0.0,0.9009970115688506,0,0.0,0.9456994452064856,0,0.0,0.9508820896145517,34,1562.0,0.17376925283626934,0,0.0,0.9083033416335807,0,0.0,0.9339198323636196,0,0.0,0.9826673441283916,34,1564.0,0.02707793362909773,0,0.0,0.9757150346342685,133,5630.0
110.0,140,6282.0,27.79646017699115,4.783981650428496,11,147.0,0.32501929321800604,22,952.0,0.1451477712530743,0,0.0,0.8798128900549287,0,0.0,0.9503831020485042,36,1741.0,0.1468702813172922,0,0.0,0.9842916580495513,0,0.0,0.9149008571236487,0,0.0,0.9062265721937631,0,0.0,0.9343107972387071,0,0.0,0.955839103980961,36,1735.0,0.1334521383252705,0,0.0,0.8859857323129008,0,0.0,0.9702616529368918,0,0.0,0.9277691860793,35,1737.0,0.09568984725772314,0,0.0,0.9616714714234835,140,6312.0
115.0,138,6872.0,29.620689655172413,4.879104377652915,8,148.0,0.33993614104192454,22,1064.0,0.1554970027215682,0,0.0,0.9293294939921385,0,0.0,0.9157318697691,36,1921.0,0.07101659795354451,0,0.0,0.9252993174619516,0,0.0,0.9431358954340496,0,0.0,0.9167101629923817,0,0.0,0.9712712288470768,0,0.0,0.9509802891783932,36,1915.0,0.07356365638998895,0,0.0,0.9170732324758749,0,0.0,0.9197513652126516,0,0.0,0.9586171395774954,36,1917.0,0.15507879778296418,0,0.0,0.894523708612433,138,6965.0
