step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,11.386463193591432,0,0.0,0.9590076850222865,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.055863134310123,0,0.0,0.9531644720715271,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.986292417591745,0,0.0,0.7921088505638814,0,0.0,0.9243260724445738,0,0.0,0.9456708036829969,0,0.0,1.0,0,0.0
20.0,1,2.0,0.4,7.660953209458393,1,2.0,0.005127863181877397,0,0.0,0.9619412400275185,0,0.0,0.5938725741987135,0,0.0,1.0,1,2.0
25.0,2,9.0,1.2857142857142858,8.960398863023668,1,7.0,0.6440749920060524,0,0.0,1.0,1,2.0,0.000877187878639058,0,0.0,0.9430792429265626,2,9.0
30.0,2,19.0,1.9,10.52126047838616,1,12.0,0.604099236017667,0,0.0,0.9927620026890331,1,9.0,0.6218052057198408,0,0.0,0.9499351941926576,2,21.0
35.0,1,12.0,0.9230769230769231,9.699984545575019,0,0.0,0.5673384602808959,0,0.0,0.938316139779352,1,14.0,0.7145715524748664,0,0.0,1.0,1,14.0
40.0,2,22.0,1.5714285714285714,9.89921189396706,1,5.0,0.6395720447820494,0,2.0,0.9235386443484206,1,17.0,0.3741626997315927,0,0.0,0.9310295221657983,2,24.0
45.0,2,26.0,1.8571428571428572,8.541172680499558,0,0.0,0.687595644521422,0,2.0,0.8615597054424149,2,26.0,0.16968538751699894,0,0.0,0.9863347075924387,2,28.0
50.0,4,40.0,3.076923076923077,6.478779166491737,1,2.0,0.4830224912956237,0,2.0,0.47975972894371277,3,40.0,0.3489599814326108,0,0.0,0.8982714734019565,4,44.0
55.0,6,68.0,4.533333333333333,7.730209477410788,1,7.0,0.4887299067436808,2,10.0,0.31127514436087145,3,55.0,0.4878741107215742,0,0.0,0.9912366640816946,6,72.0
60.0,6,98.0,6.533333333333333,7.788815560187268,1,12.0,0.4932494574796127,2,20.0,0.32999350142001427,3,68.0,0.23326038081533845,0,0.0,0.9441649592747228,6,100.0
